id,category,subcategory,difficulty,question,option_1,option_2,option_3,option_4,correct_answer,explanation,confidence,source,created_at
440,programming,elasticsearch,2,What problem does URL solve?,A different approach to URL with additional configuration,An alternative to URL with additional configuration,"http://localhost:9200/foo/_search?pretty=true&q={'matchAll':{''}}

Can someone give me the URL you would use to accomplish this, please?",A component of URL with additional configuration,2,"http://localhost:9200/foo/_search?pretty=true&q={'matchAll':{''}}

Can someone give me the URL you would use to accomplish this, please?",0.8,elasticsearch,2025-08-25T19:48:13.181175
441,programming,elasticsearch,2,Why would you use ElasticSearch in elasticsearch?,I want to remove data from ElasticSearch,An alternative to ElasticSearch,A different approach to ElasticSearch,A component of ElasticSearch,0,I want to remove data from ElasticSearch,0.8,elasticsearch,2025-08-25T19:48:13.181178
442,programming,elasticsearch,2,What is However?,A different approach to However with additional configuration,"A  thus far, i've successfully deleted the indexes by using the delete http verb in postman and using a url like:
http://localhost:9200/[indexname]

how",A component of However with additional configuration,An alternative to However with additional configuration,1,"However is correctly described as: A  thus far, i've successfully deleted the indexes by using the delete http verb in postman and usin",0.8,elasticsearch,2025-08-25T19:48:13.181182
444,programming,elasticsearch,2,What is the primary purpose of Query?,A different approach to Query with additional configuration,The other stuff I've seen points to the Delete by Query feature,A component of Query with additional configuration,An alternative to Query with additional configuration,1,The other stuff I've seen points to the Delete by Query feature,0.8,elasticsearch,2025-08-25T19:48:13.181188
445,programming,elasticsearch,2,What is the primary purpose of Essentially?,An alternative to Essentially with additional configuration,"Essentially, I'd like to figure out how to do a
DELETE FROM [Index]

From PostMan in Chrome",A component of Essentially with additional configuration,A different approach to Essentially with additional configuration,1,"Essentially, I'd like to figure out how to do a
DELETE FROM [Index]

From PostMan in Chrome",0.8,elasticsearch,2025-08-25T19:48:13.181192
447,programming,elasticsearch,2,"In programming, what does Now refer to?",A different approach to Now with additional configuration,A component of Now with additional configuration,A  now this node (my pc) have 5 shards (?) and some replicas (?),An alternative to Now with additional configuration,2,Now is correctly described as: A  now this node (my pc) have 5 shards (?) and some replicas (?),0.8,elasticsearch,2025-08-25T19:48:13.181200
448,programming,elasticsearch,2,How does What differ from alternatives?,A different approach to What with additional configuration,"What are they, do I have 5 duplicates of the index? If so why? I could need some explanation",A component of What with additional configuration,An alternative to What with additional configuration,1,"What are they, do I have 5 duplicates of the index? If so why? I could need some explanation",0.8,elasticsearch,2025-08-25T19:48:13.181204
438,programming,elasticsearch,3,"In programming, what does Elasticsearch refer to?",An alternative to Elasticsearch with additional configuration,A different approach to Elasticsearch with additional configuration,A i have a small database in elasticsearch and for testing purposes would like to pull all records back,A component of Elasticsearch with additional configuration,2,Elasticsearch is correctly described as: A i have a small database in elasticsearch and for testing purposes would like to pull all records b,0.8,elasticsearch,2025-08-25T19:48:13.181168
443,programming,elasticsearch,3,What is required to use Delete?,A component of Delete with additional configuration,An alternative to Delete with additional configuration,The other stuff I've seen points to the Delete by Query feature,A different approach to Delete with additional configuration,2,The other stuff I've seen points to the Delete by Query feature,0.8,elasticsearch,2025-08-25T19:48:13.181185
446,programming,elasticsearch,3,Why would you use Elasticsearch in elasticsearch?,A component of Elasticsearch with additional configuration,"If I download Elasticsearch and run the script, then from what I know I have started a cluster with a single node",A different approach to Elasticsearch with additional configuration,An alternative to Elasticsearch with additional configuration,1,"If I download Elasticsearch and run the script, then from what I know I have started a cluster with a single node",0.8,elasticsearch,2025-08-25T19:48:13.181195
